query,занятость,по должности-лемме,по дополнительному признаку,по условиям,общие фразы
работа в интернет магазине с ежедневной оплатой,NaN,NaN,NaN,с ежедневной оплатой,0
работа в интернете без опыта,NaN,NaN,['без опыта'],NaN,0
работа в интернете вакансии,NaN,NaN,NaN,NaN,1
работа в интернете для подростков вакансии,NaN,NaN,NaN,NaN,1
работа в интернете для подростков с ежедневной оплатой,NaN,NaN,NaN,с ежедневной оплатой,0
работа в интернете для студентов 16 лет,NaN,NaN,['для студентов'],NaN,0
работа в интернете для школьников 12 лет,NaN,NaN,['для школьников'],NaN,0
работа в интернете с телефона с ежедневной оплатой,NaN,NaN,NaN,с ежедневной оплатой,0
работа в интернете удаленно,['удаленная'],NaN,NaN,NaN,0
работа в кадастровой палате,NaN,NaN,NaN,NaN,1
работа в казино вакансии,NaN,NaN,NaN,NaN,1
работа в кальянной,NaN,NaN,NaN,NaN,1
работа в кари,NaN,NaN,NaN,NaN,1
работа в кафе с 14 лет,NaN,NaN,NaN,NaN,1
работа в квест комнате,NaN,комендант,NaN,NaN,0
работа в кибербезопасности,NaN,NaN,NaN,NaN,1
работа в кинотеатре,NaN,NaN,NaN,NaN,1
работа в китайской компании,NaN,NaN,NaN,NaN,1
работа в клининговой компании с ежедневной оплатой,NaN,NaN,NaN,с ежедневной оплатой,0
работа в книжном,NaN,NaN,NaN,NaN,1
работа в книжном магазине,NaN,NaN,NaN,NaN,1
работа в ковиде,NaN,NaN,NaN,NaN,1
работа в колледже,NaN,NaN,NaN,NaN,1
работа в колледже вакансии,NaN,NaN,NaN,NaN,1
работа в компьютерной мастерской,NaN,NaN,NaN,NaN,1
работа в кондитерском магазине,NaN,NaN,NaN,NaN,1
работа в кондитерском цеху,NaN,NaN,NaN,NaN,1
работа в конюшне,NaN,NaN,NaN,NaN,1
работа в корее вакансии,NaN,NaN,NaN,NaN,1
работа в корейской компании,NaN,NaN,NaN,NaN,1
работа в красной зоне вакансии,NaN,NaN,NaN,NaN,1
работа в красной зоне москва вакансии медсестры,NaN,"медсестра, медбрат",NaN,NaN,0
работа в крематории,NaN,NaN,NaN,NaN,1
работа в крюинге,NaN,NaN,NaN,NaN,1
работа в кфс,NaN,NaN,NaN,NaN,1
работа в кфс владивосток,NaN,NaN,NaN,NaN,1
работа в кфс с 15 лет,NaN,NaN,NaN,NaN,1
работа в лаборатории,NaN,NaN,NaN,NaN,1
работа в лаборатории вакансии,NaN,NaN,NaN,NaN,1
работа в лагере,NaN,NaN,NaN,NaN,1
работа в лагере вожатым,NaN,вожатый,NaN,NaN,0
работа в лагерь,NaN,NaN,NaN,NaN,1
работа в ламода,NaN,NaN,NaN,NaN,1
работа в ленинском районе,NaN,NaN,NaN,NaN,1
работа в леонардо,NaN,NaN,NaN,NaN,1
работа в леруа мерлен,NaN,NaN,NaN,NaN,1
работа в лесу,NaN,NaN,NaN,NaN,1
работа в летнем лагере,NaN,NaN,NaN,NaN,1
работа в летуаль,NaN,NaN,NaN,NaN,1
работа в лизинговой компании,NaN,NaN,NaN,NaN,1
работа в лнр сторож охранник свежие объявления,NaN,сторож,NaN,NaN,0
работа в логистике без опыта,NaN,логист,['без опыта'],NaN,0
работа в логистической компании,NaN,NaN,NaN,NaN,1
работа в ломбарде,NaN,NaN,NaN,NaN,1
работа в ломбарде без опыта,NaN,NaN,['без опыта'],NaN,0
работа в магазинах парфюмерии и косметики,NaN,сметчик,NaN,NaN,0
работа в магазине косметики,NaN,сметчик,NaN,NaN,0
работа в магазине одежды без опыта,NaN,NaN,['без опыта'],NaN,0
работа в магазине одежды для студентов,NaN,NaN,['для студентов'],NaN,0
работа в магазине пятёрочка,NaN,NaN,NaN,NaN,1
работа в магнитогорске hh,NaN,NaN,NaN,NaN,1
работа в майами,NaN,NaN,NaN,NaN,1
работа в манго,NaN,NaN,NaN,NaN,1
работа в мариуполе водитель самосвала,NaN,водитель,NaN,NaN,0
работа в массажном салоне,NaN,NaN,NaN,NaN,1
работа в мебельной компании,NaN,NaN,NaN,NaN,1
работа в мебельном производстве,NaN,NaN,NaN,NaN,1
работа в мегаком,NaN,NaN,NaN,NaN,1
работа в мегафон,NaN,NaN,NaN,NaN,1
работа в мегафон зарплата,NaN,NaN,NaN,NaN,1
работа в медицинском центре,NaN,NaN,NaN,NaN,1
работа в медцентре,NaN,NaN,NaN,NaN,1
работа в миграционной службе,NaN,NaN,NaN,NaN,1
работа в минобороне,NaN,NaN,NaN,NaN,1
работа в минске охранником сутки через трое,NaN,охранник,NaN,NaN,0
работа в мис,NaN,NaN,NaN,NaN,1
работа в морге вакансии,NaN,NaN,NaN,NaN,1
работа в море владивосток буфетчица,NaN,буфетчик,NaN,NaN,0
работа в море владивосток отзывы,NaN,NaN,NaN,NaN,1
работа в море мурманск,NaN,NaN,NaN,NaN,1
работа в море на рыболовных судах,NaN,NaN,NaN,NaN,1
работа в море от судовладельцев,NaN,NaN,NaN,NaN,1
работа в море поваром,NaN,пивовар,NaN,NaN,0
работа в море сахалин,NaN,NaN,NaN,NaN,1
работа в море спб,NaN,NaN,NaN,NaN,1
работа в москве в ночь с ежедневной оплатой,NaN,NaN,NaN,с ежедневной оплатой,0
работа в москве вахта 15 15 для белорусов,['вахта'],вахтер,NaN,NaN,0
работа в москве для граждан снг на даче,NaN,NaN,NaN,NaN,1
работа в москве маникюр педикюр свежие,NaN,NaN,NaN,NaN,1
работа в москве медсестрой с проживанием,NaN,"медсестра, медбрат",NaN,с проживанием,0
работа в москве разнорабочий на стройке,NaN,рабочий,NaN,NaN,0
работа в москве с ежедневной оплатой в ночь,NaN,NaN,NaN,с ежедневной оплатой,0
работа в москве с ежедневной оплатой от 2000 тыс руб для женщин без опыта,NaN,NaN,"['для женщин', 'без опыта']",с ежедневной оплатой,0
работа в москве с ежедневной оплатой от 2500,NaN,NaN,NaN,с ежедневной оплатой,0
работа в москве с ежедневной оплатой от 3500 рублей,NaN,NaN,NaN,с ежедневной оплатой,0
работа в москве строительство,NaN,NaN,NaN,NaN,1
работа в москве строительство вакансии,NaN,NaN,NaN,NaN,1
работа в москве уборщица утро или вечер от прямых работодателей,NaN,"уборщик, горничная",NaN,NaN,0
работа в музее без опыта,NaN,NaN,['без опыта'],NaN,0
работа в музее москва,NaN,NaN,NaN,NaN,1
работа в музыкальном магазине,NaN,NaN,NaN,NaN,1
работа в мфц,NaN,NaN,NaN,NaN,1
работа в мчс вакансии,NaN,NaN,NaN,NaN,1
работа в мчс владивосток,NaN,NaN,NaN,NaN,1
работа в мчс для женщин,NaN,NaN,['для женщин'],NaN,0
работа в налоговой,NaN,NaN,NaN,NaN,1
работа в науке,NaN,NaN,NaN,NaN,1
работа в находке,NaN,NaN,NaN,NaN,1
работа в некоммерческих организациях,NaN,NaN,NaN,NaN,1
работа в новосибирске с ежедневной оплатой от 2000 р в день,['на неполный день'],NaN,NaN,с ежедневной оплатой,0
работа в норильске вахта без опыта,['вахта'],вахтер,['без опыта'],NaN,0
работа в ночное время,['ночная'],NaN,NaN,NaN,0
работа в ночное время вакансии,['ночная'],NaN,NaN,NaN,0
работа в ночном клубе,['ночная'],NaN,NaN,NaN,0
